Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
"January 09, 1998",17:04,"Maiden, North Carolina",Mountain Air Cargo,?,"Maiden, NC - Greensboro, NC",Cessna 208B Caravan I,N913FE,208B-0013,1,1,0,"During takeoff, the cargo plane drifted off the runway to the left returned, drifted to the right, over ran the runway, became airborne and collided with trees. The pilot's failure to remove the control lock prior to takeoff and his failure to abort the takeoff when he was unable to initiate a climb, resulting in the aircraft over running the runway and colliding with trees on the departure end of the runway. Contributing to the accident was the pilot's self-induced pressure to arrive at his destination to attend a family affair.",35.5756889,-81.2117473
"January 09, 2002",?,"Shamsi AFB, Pakistan",Military - U.S. Air Force,?,Jacobabad - Shamsi,Lockheed Hercules KC-130R,160021,4702,7,7,0,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.
"January 09, 2003",c 08:43,"Near Chachapoyas, Peru",TANS Airlines,222,Chiclayo - Chachapoyas,Fokker 28 Fellowship 1000,OB-1396,11100,46,46,0,"The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew.",-6.230154700000001,-77.87084779999999
"January 09, 2006",09:30,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,?,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11,11,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions.",37.5498061,45.0786282
"January 09, 2007",12:00,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,?,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35,34,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.",33.6005556,44.1005556
"January 09, 2007",23:15,"Zapotlanejo, Mexico",Ameristar Jet Charter,?,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,2,2,0,"The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico.",20.6201831,-103.0673833
"January 09, 2011",19:45,"Orumiyeh, Iran",Iran Air,277,Tehran - Orumiyeh,Boeing B-727-286,EP-IRP,20945/1048,105,77,0,The accident happened after the plane was unable to land because of poor weather conditions and was attempting a go-around. The aircraft crashed 5 miles from the Orumiyeh airport in a snowy field..,37.5498061,45.0786282
"January 10, 1923",?,"Ajaccio, France",Amee de l'Air,?,?,Lioré-et-Olivier H-13,F-AEIB,4,4,3,0,The plane crashed mid-air due to a structural failure of the tail.,41.919229,8.738635
"January 10, 1930",?,"Brawnson, Nebraska",Boeing Air Transport,?,?,Boeing 95,NC184E,?,1,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,41.1874828,-103.1129824
"January 10, 1933",?,Algiers,Aeropostale,?,?,CAMS 53,F-AISV,?,1,1,0,?,36.753768,3.0587561
"January 10, 1938",15:07,"Bozeman, Montana",Northwest Orient Airlines,2,Seattle - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,10,10,0,"The aircraft crashed 12 miles northeast of Bozeman after experiencing structural failure of the tail. There was severe turbulence reported in the area at the time of the accident. The structural failure of the upper vertical fins and rudders due to flutter ""natural resonance, or period of vibration"" which resulted in the separation of the rudder and fins and loss of control of the aircraft.",45.6769979,-111.0429339
"January 10, 1941",?,Mediterranean Sea,LATI,?,?,Savoia-Marchetti SM-83,I-AREM,?,16,16,0,Crashed into the sea while en route.,34.5531284,18.0480105
"January 10, 1945",c 04:10,"Burbank, California",American Airlines,6001,"New York City - Juarez, Mexico - Burbank",Douglas DC-3,NC25684,2215,24,24,0,"The aircraft, lost in fog, crashed into the Verdugo Mountains,  while attempting to reach Palmdale Airport, its alternate landing site, after being unable to land at Burbank Airport. The company ground personnel failed to obtain and transmit important weather to the pilot. Improperly executed missed approach by the pilot. Actress Donna Reed was returning from Juarez where she obtained a divorce from her husband but was bumped from the flight just prior to takeoff  to make room for a military officer holding a wartime-travel priority pass.",34.1808392,-118.3089661
"January 10, 1952",19:15,"Com Edno, Ireland",Aer Lingus,?,Northolt - Dublin,Douglas DC-3,EI-AFL,16699/33447,23,23,0,The aircraft lost control in severe turbulence and downdrafts and crashed in a soft peat bog 1 mile east of Llyn Gwynant.  The encountering of strong down-currents of air on the lee side of Snowdon which forced the aircraft down into an area of strong turbulence where control was lost.
"January 10, 1954",09:50,"Off Elba, Italy",British Overseas Airways,781,Rome - London,de Havilland DH106 Comet 1,G-ALYP,06003,35,35,0,"The aircraft broke up in-flight while en route from Rome to London. Metal fatigue due to a design flaw caused a breakup of the aircraft. One of two accidents with the same cause. The aircraft was nicknamed ""Yoke Peter.""",42.7781867,10.1927389
"January 10, 1960",15:38,Gulf of Sirte,Military - U.S. Army,?,Misurata - Benghazi,de Havilland Canada U-1A Otter,55-2974,47,10,10,0,"Missing, never found."
"January 10, 1968",14:00,"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,?,Buckley ANGB - Seattle NAS,Douglas C-54P,50850,10427,19,19,0,"The aircraft hit Mt. Tobin 300 ft. below the peak and slid 1,000 ft. down the side of the mountain. Turbulent conditions caused the uncontrolled descent. The Salt Lake control center had, in response to its vector request, informed the crew that there were no storm cells and no reports of icing along the airway being used. As a result, the pilot was unaware that turbulence encountered would be hazardous, worse than that predicted at the time of take-off. These turbulent conditions apparently caused the uncontrolled descent of the aircraft into the ground. The pilot was technically not qualified for the type of aircraft and was aware of the general weather conditions and should have discontinued the flight..",40.5071344,-117.1439942
"January 10, 1974",?,"La Paz, Bolivia",TAM (Bolivia),?,Santa Rose - La Paz,Douglas C-54,TAM-52,?,24,24,0,The non-scheduled passenger flight crashed while en route to La Paz.,-16.489689,-68.11929359999999
"January 10, 1984",?,"Sofia, Bulgaria",Balkan Bulgarian Airlines,?,Berlin - Sofia,Tupolev TU-134A,LZ-TUR,4352308,50,50,0,The aircraft struck power lines and crashed into a forest during a snowstorm while attempting to land.  A go-around was attempted at 300 ft. but the plane struck power lines and crashed 2.5 miles short of the runway. The crew descended below decision altitude while trying to make visual contact with the runway.,42.6977082,23.3218675
"January 10, 1991",c 18:00,"Near Paramo Mucuti, Venezuela",Military - Venezuelan Navy,?,Caracas - Merida,CASA 212 Aviocar 200,ARV-0209,264,22,21,0,"Crashed into Paramo Mucuti Mountain, 35 miles from it's destination of Merida. The last message from the pilot was he was unable to land because of adverse weather conditions and was declaring an emergency. The flight was transporting a funeral party for a Navy flyer killed a few days before. The only survivor was another Navy flyer who had also survived the earlier accident."
"January 10, 1995",?,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,6715,Bima - Ruteng,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,390,14,14,0,"The aircraft disappeared while en route from Bima, Sumbawa Island to Ruteng, Flores Island, and crashed into the Molo Strait. The accident occurred in daylight, in poor weather."
"January 10, 2000",17:54,"Niederhasli, Switzerland",Crossair,498,Zürich - Dresden,Saab 340B,HB-AKK,213,10,10,0,"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning right and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive.",47.4788154,8.4871839
"January 10, 2012",10:00,"North Spirit Lake, Ontario, Canada",Keystone air Service Limited,?,Winnipeg - North Spirit Lake,Piper PA-31-350 Navajo Chieftain,C-GOSU,31-7752148,5,4,0,"While on approach, the plane crashed on a frozen lake, 1 km from the runway. The crash occurred during blizzard conditions.",52.506859,-93.023709
"January 11, 1937",C 10:30,"Near Playa V icente, Veracruz, Mexico",Mexicana,?,"Mexico City - Merida, Yucatan",Lockheed 10E Electra,X-ABEO,?,9,9,0,Crashed into a mountain side and burned in adverse weather.,17.8304345,-95.81316350000002
"January 11, 1938",19:40,"Pago Pago, U.S. Samoa",Pan American World Airways,1,Honolulu - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,7,7,0,"The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or seven crew members were ever found. The aircraft was named ""Samoan Clipper.""  Pan American's first pilot, Captain Edwin C. Musick, killed.",-14.33166,-170.711503
"January 11, 1947",?,"Near Lympne, England",British Overseas Airways,?,London - Bordeaux,Douglas C-47A-1-DK,G-AGJX,12014,16,8,0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne.  Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.,51.075215,1.025608
"January 11, 1947",?,"Off Laoag, China",Far Eastern Air Transport,?,Shanghai - Manila,Douglas DC-4 (C-54A-DO),PI-C100,3106,42,7,0,The plane ditched into the Pacific Ocean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.
"January 11, 1948",?,"Ciudad Havajillo, Dominican Republic",Dominicana,?,?,Douglas DC-3,HI-6,4735,32,32,0,Crashed in mountainous terrain about 15 miles north northwest of Santo Domingo. Unable to land in darkness and unlighted airport of its intended destination the plane turned back when it struck the mountain. Weather and navigational error were considered factors in the accident.
"January 11, 1949",?,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,?,Porto Alegre - Sao Borja,Lockheed 18 Lodestar,PP-SAC,?,12,12,0,The aircraft crashed shortly after taking off. Engine failure due to fuel contamination.,-31.7653989,-52.3375886
"January 11, 1954",?,"Manizales, Colombia",AVIANCA,?,"Medellin, Colombia  - Armenia, Colombia",Douglas DC-3,HK-160,19540,21,21,0,"Crashed into a mountain, six miles from the airport, while trying to reach Manizales in bad weather.",5.070275,-75.5138166
"January 11, 1955",21:00,"Off Skellings, Ireland",Military -Royal Air Force,?,?,Avro Shackleton M-2 / Avro Shakleton M-2,WG531 / Wl743,?,18,18,0,Disappeared while on a training mission. Two planes collided in midair.
"January 11, 1957",09:00,"Near Buenos Aires, Argentina",Lineas Aereas del Estado,?,Buenos Aires - Mar Del Plata - Mendoza,Vickers 615 Viking 1B,T-11,188,33,17,1,The domestic flight crashed and burned immediately after takeoff from Buenos Aires after overrunning the runway. Too short a runway and excessive cross-winds for the type of aircraft.,-34.6036844,-58.3815591
"January 11, 1959",1120,"Rio de Janerio, Brazil",Lufthansa,502,Hamburg-Frankfurt-Paris-Lisbon-Dakar-Senegal-Rio Janerio,Lockheed L 1049G Super Constillation,D-ALAK,4602,39,36,0,"Twenty minutes out of  Rio de Janerio, the crew was cleared to descend from 14,000 to 10,000 feet. After reaching  KXNDB (waypoint) they were cleared to descend to 3000 ft.. Galeaoa approach was contacted and normal position reports were made. As the plane descended over Guanabara Bay in rain, the extended nosewheel struck the water. The crew tried to continue the approach, but the aircraft crashed near Flecheiras Beach, short of the runway. The actual cause of the accident was never determined however, the most probable cause was pilot error in descending below the minimum altitude on final approach. Aircrew fatigue was considered to be a contributing factor.  Crew flight time exceeded the Brazilian limits, but did not exceed the German limitations.",-22.9068467,-43.1728965
"January 11, 1959",?,"Rio de Janeiro, Brazil",Lufthansa,?,Hamburg - Rio de Janeiro,Lockheed 1049G Super Constellation,D-ALAK,4602,39,36,0,"The plane descended over Guanabara Bay in rain, struck the water with the nosewheel and crashed on Flecheiras Beach, short of the runway. Descent below minima for reasons unknown. Crew fatigue possible.",-22.9068467,-43.1728965
"January 11, 1979",11:10,"Templeton, Massachusetts",Nash and Tampo - Air Taxi,?,"Concord, MA - White Plains, NY",Piper PA-31,N33TN,?,5,5,0,Midair collision with a Aerostar 600. Pilots in command failed to see and avoid the other aircraft. No anti-collision lights.,42.555644,-72.06757900000001
"January 11, 1980",01:23,Over the Atlantic Ocean,Private charter,?,Shreveport - Baton Rouge,Cessna 441 Conquest,N442NC,?,2,2,0,"The plane was on a 45 minute fight from Shreveport to Baton Rouge Louisiana. The aircraft climbed past its assigned altitude and veered to the northeast. The FAA  tried to contact the aircraft without success. Fighter jets was scrambled to intercept the plane but observed no one at the controls and got no response to radio calls. The plane rose to an altitude of 41,600 feet and headed out to sea. The plane eventually ran out of fuel, descended to about 25,000 feet, went into a spin and crashed into 1,100 feet of water. No wreckage or remains were ever recovered. The official cause remains unknown although it is believed the occupants lost consciousness due to oxygen deprivation. Louisiana State University football coach Robert ""Bo"" Rein, 34, was killed.",36.1094916,-75.7180946
"January 11, 1983",02:50,"Detroit, Michigan",United Air Lines,2885,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,N8053U,46010/406,3,3,0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off.",42.331427,-83.0457538
"January 11, 1991",?,"Near Belo Horizonte, Brazil",Belair - Air Taxi,?,?,Learjet 25C,PT-KKV,25-172,5,5,0,Crashed in a rainstorm.,-19.9166813,-43.9344931
"January 11, 1995",01:50,"Masset, British Columbia, Canada",Canada Jet Charters,?,Vancouver - Masset,Learjet 35,C-GPUN,35-058,5,5,0,"The crew of the air ambulance most likely conducted the instrument approach with reference to an unintentionally misset altimeter and unknowingly flew the aircraft into the water. The circumstances leading to the incorrect altimeter setting could not be determined, nor was it determined why the crewdid not detect the misset altimeter.",54.0114581,-132.1471978
"January 11, 1995",18:00,"Flagstaff, Arizona",Empire Airlines,?,Flagstaff - Phoenix,Cessna 208B Caravan I Super Cargomaster,N746FE,208B-0236,1,1,0,"The cargo plane was observed in a shallow left bank until it descended and struck trees and broke up. The pilot's failure to properly configure the aircraft fuel system prior to takeoff and his failure maintain an adequate terrain clearance altitude while maneuvering to return to the airport. Factors in the accident were the dark night lighting conditions, low ceilings, restricted visibility conditions, and the pilot's diverted attention which resulted from activation of the airplane's fuel selector warning horn system.",35.1982836,-111.651302
"January 11, 1995",19:38,"Cartagena, Colombia",Intercontinental de Aviacion,256,Bogota - Cartagena,McDonnell Douglas DC-9-14,HK-3839X,45742/26,52,51,0,"While descending from FL 190, ground witnesses saw fire and sparks aboard the plane before it crashed and exploded. One nine-year-old girl survived. Her mother threw her out of the plane and she landed in some soft-water lilies. Possible electrical fire. Possible faulty altimeter.",10.3910485,-75.4794257
"January 12, 1927",?,"Estaires, France",Fokker,?,Delivery flight,Fokker F-VII,G-EBPL,4938,0,0,0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.,50.644248,2.721848
"January 12, 1937",11:07,"Near Newhall, California",Western Air Express,7,Salt Lake City - Burbank,Boeing 247B,NC13315,1696,13,5,0,"The aircraft crashed into Pinetos Peak, 4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer, Martin Johnson, 52, killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital.",34.373361,-118.5400404
"January 12, 1938",?,"North Pine, Ontario, Canada",General Airways,?,Sioux Lookout - Hudson,Stinson Reliant,CF-BEI,?,1,1,0,Crashed in rugged terrain while en route.,45.8211405,-81.9421524
"January 12, 1947",01:38,"Near Galax, Virginia",Eastern Air Lines,665,"Akron, OH - Winston/Salem, NC",Douglas DC-3,NC88872,3274,19,18,0,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was.",36.6612387,-80.9239671
"January 12, 1951",?,"Ixopo, South Africa",United Airways,?,?,de Havilland Dove 1,ZS-DDW,04017,12,12,0,Broke up in turbulence.,-30.1531579,30.0694123
"January 12, 1955",09:05,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,?,Cincinnati - Cleveland,Martin 202A / DC-3,N93211/N999B,14081 / 4255,15,15,0,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3.",39.0836712,-84.5085536
"January 12, 1956",?,"Frederick Henry Bay,  Australia",Ansett ANA,?,?,Douglas C-47,VH-BZA,4651,2,1,0,"Flew into the water upon approach. The pilot relied on inadequate external visual reference for determining the altitude and paid insufficient attention to the instruments. The irregular approach procedure carried out by the pilot in command deprived him of the opportunity to monitor the safe approach to the aerodrome through the correlation of time, height and position.",-42.91,147.6
"January 12, 1970",c 12:00,Near Villia Greece,Military - Royal Hellenic Air Force,?,?,Douglas C-47,?,?,27,23,0,"The aircraft, carrying paratroopers, crashed into a mountain in fog.",38.1670027,23.3389501
"January 12, 1987",?,"Toronto, Canada",Trillium Air,?,?,Britten-Norman BN-2A-20 Islander,C-GIRH,404,3,1,0,Crashed into Lake Ontario. Both passenger and pilot were rescued by a helicopter. The pilot later died.,43.653226,-79.3831843
"January 12, 1989",04:45,"Dayton, Ohio",Bradley Air Services,?,"Dayton, OH - Montreal, Canada",Hawker Siddeley  Avro 748-215,C-GDOV,1582,2,2,0,"After gaining altitude the cargo plane descended until it impacted trees. Improper IFR procedure by the first officer during takeoff, his lack of instrument scan, his failure to maintain a positive rate of climb or to identify the resultant descent, and the captain's inadequate supervision of the flight. Contributing factors were: dark night, low ceiling, drizzle, the first officer's lack of total experience in the type of operation, and possible spatial disorientation of the first officer.",39.7589478,-84.1916069
"January 12, 1995",17:47,"Pleasanton, California",West Air,?,Visalia - Oakland,Cessna 208B Caravan I Super Cargomaster,N754FE,208B-0249,1,1,0,"The cargo plane crashed while on approach. Failure of the pilot-in-command to maintain visual contact with terrain and sufficient altitude for terrain clearance. Factors in the accident were the pilot's decision to initiate a descent 14 miles from the airport, and weather, specifically cloud conditions and darkness.",37.6624312,-121.8746789
"January 12, 1999",17:00,"Guernsey, Channel Islands, England",Channel Express,?,London - Guernsey,Fokker F-27 Friendship 600,G-CHNL,10508,2,2,0,"During approach the cargo planel,assumed a nose-high attitude, stalled, hit a house and crashed into a field short of the runway. The aircraft was operated outside the load and balance limitations",52.3555177,-1.1743197
"January 12, 2007",11:00,"Van Nuys, California",SunQuest Executive Air Charter,?,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,2,2,0,"The business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to Long Beach. The plane had an emergency on board and was trying to return to the airport. Both the pilot and copilot were killed. The pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. Contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot.",34.1898566,-118.451357
"January 12, 2008",12:00,"Blace, Macedonia",Military - Macedonian Air Force,?,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,VAM-304,223M98,11,11,0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.,42.1526524,21.3318248
"January 13, 1930",?,"Antananarivo, Madagascar",Air Orient,?,Antananarivo - Paris,Farman 190,F-AJJK,1,3,3,0,Crrashed moments after taking off from Port-Francqui.,-18.8791902,47.5079055
"January 13, 1939",21:15,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Lockheed 14-H Super Electra,NC17389,1408,4,4,0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire.",46.4083362,-105.8405582
"January 13, 1939",?,"Rio de Janeiro, Brazil",Syndicato Condor,?,?,Junkers JU-52/3m,PP-CAY,4042,9,9,0,The seaplane crashed in flames in mountains northeast of Rio de Janeiro.,-22.9068467,-43.1728965
"January 13, 1948",04:36,"Oxon Hill, Maryland",Eastern Air Lines,572,Atlanta - Washington D.C.,Douglas DC-3-201F,NC28384,4092,9,5,0,"The aircraft crashed during approach, 5.2 miles short of the runway, in poor weather conditions. Failure of the crew to follow prescribed  procedures and maintain a safe altitude during an ILS approach.",38.80331779999999,-76.98972780000001
"January 13, 1951",?,"Mt. Bukit, Besar,Thailand",Air Carriers,?,Butterworth - Kota Bharu,Douglas DC-3,VR-HEP,15782/32530,10,10,0,Crashed into Bukit Besar Mountain while en route.,6.1,101.1333333
"January 13, 1954",?,"Signal Hill, California",Military - U.S. Air Force,?,"Williams AFB, AZ - Long Beach, CA",F-88 Sabre Jet,?,?,1,1,6,The jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land at Long Beach Airport..,33.8044614,-118.1678456
"January 13, 1962",?,"Near Tippi, Ethiopia",Ethiopian Airlines,?,Tippi - Jimma,Douglas DC-3,ET-T-1,10053,18,5,1,Swerved off the runway while taking off and struck a structure.,7.196659599999999,35.4288797
"January 13, 1965",12:25,"Fairbanks, Alaska",Fairbanks Air Service - Taxi,?,?,Cessna 180E,N8689X,?,2,2,0,Crashed while en-route. VFR flight into adverse weather conditions.,64.8377778,-147.7163889
"January 13, 1968",?,"Minot AFB, North Dakota",Military - US Air Force,?,?,KC-135,58-0026,?,13,13,0,The airplane over rotated during takeoff in a snow storm.,48.4157509,-101.3386723
"January 13, 1969",19:21,"Off Los Angeles, California",Scandinavian Airlines (SAS),933,Copenhagen - Los Angeles - Seattle,McDonnell Douglas DC-8-62,LN-MOO,45822/272,45,15,0,"The aircraft was on approach to 07R when it crashed into Santa Monica Bay 6 miles short of the runway. The fuselage  broke into 3 pieces one of which floated for 20 hours. SAS did not authorize a back course approach to LAX.  A VOR approach was conducted without notifying the controlling authority. The crew was preoccupied with a landing gear light problem. Lack of crew coordination and inadequate monitoring of aircraft position which resulted in an unplanned descent into the water. The aircraft was named ""Sverre Viking."""
"January 13, 1969",?,"Shemya, Alaska",Military - US Air Force,?,Reconnaissance,Boeing RC 135S,59-1491,?,18,18,?,"Rivet Ball was returning from a reconnaissance mission when it landed back at Shemya. The aircraft hydroplaned and slid off the ice covered runway, plunging into a 40 ft. ravine.",52.7228375,174.1123656
"January 13, 1970",06:00,"Faleolo, Western Samoa",Polynesian Airlines,208B,"Apia, Western Samoa - Pago Pago, American Samoa",Douglas DC-3,5W-FAC,16964,32,32,0,"Crashed into a lagoon 400 yards past the end of the runway, seconds after taking off after the plane pitched up and stalled. Windshear, precipitation and turbulence."
"January 13, 1975",17:00,"Juneau, Alaska",Channel Flying Service - Air Taxi,?,"Juneau, AK - Return",de Havilland DHC-2,N1944,?,5,5,0,The aircraft disappeared after attempting to return to Juneau. Not found. Probable cause unknown.,58.3019444,-134.4197222
"January 13, 1977",06:36,"Anchorage, Alaska",Japan Air Lines,?,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,JA8054,46148/553,5,5,0,The cargo plane crashed while attempting to take off. Alcoholic impairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21.,61.2180556,-149.9002778
"January 13, 1977",18:14,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,3843,Novosibirsk - Alma Ata,Tupolev TU-104A,CCCP-42369,86601203,96,96,0,"The aircraft was preparing to land when it was informed by the tower that its left engine was on fire. Shortly thereafter, the plane exploded and crashed 2 miles short of the runway.",43.2220146,76.8512485
"January 13, 1982",16:01,"Washington, D.C.",Air Florida,90,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,N62AF,19556/130,79,74,4,"The aircraft crashed into the 14th St. bridge and the Potomac River and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor.",38.9071923,-77.0368707
"January 13, 1984",?,"Cochabamba, Bolivia",North East Bolivian Airways,?,?,Douglas EC-54U,CP-1090,36036,3,1,0,"After the No. 2 engine failed on takeoff, the pilot  tried to land but the propellers struck the runway and the aircraft ran off the runway into a ditch.",-17.4139766,-66.1653224
"January 13, 1987",13:30,"Near Asmara, Ethiopia",Military - Ethiopian Air Force,?,Asrmara - Addis Ababa,Antonov AN-12,?,?,54,54,0,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.,11.2452778,41.5438889
"January 13, 1990",12:56,"Near Pervouralsk, Russia",Aeroflot,?,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,71,27,0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.,56.8999158,59.9521128
"January 13, 1992",15:50,"Temple Bar, Arizona",Air Taxi - Air Vegas Inc.,?,"Grand Canyon, AZ - Las Vegas, NV",Cessna T210L,N22592,21059763,5,2,0,"The pilot tried to make an emergency landing at a nearby airport after losing engine power but crashed 300 ft. short of the runway. Fatigue failure of the turbocharger's turbine shaft due to inadequate maintenance, and the pilot's improper in-flight planning/decision after experiencing a turbocharger failure.",36.0348022,-114.322679
"January 13, 1993",?,"Sellafield, England",Titan Airways,?,Southend - Glasgow,Embraer 110P1 Bandeirante,G-ZAPE,110391,2,2,0,The cargo plane struck a mountain while descending in fog and poor visibility.,54.42566919999999,-3.4968221
"January 13, 1998",18:30,"Brno, Czech Republic",Aeroservice International,?,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,2,2,0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.,49.1950602,16.6068371
"January 13, 1998",22:30,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,?,Kandahar - Herart,Antonov AN-12BP,YA-DAB,5342801,51,51,0,"The aircraft  was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was ""we are running low on fuel."" Crashed due to fuel starvation.",31.2,67
"January 13, 1999",06:33,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,?,Vancouver - Victoria,Douglas DC-3C,C-GWUG,32963,2,2,0,"Shortly after taking off, the cargo plane began to lose altitude until it hit trees, went off a cliff and crashed to a valley floor. The accident flight was not conducted in accordance with the night obstacle clearance requirements of Canadian Aviation Regulation. The Kelowna Flightcraft company operations manual did not reflect the restrictive conditions imposed on night visual flight rules (VFR) flight by CAR 705.32. Such information might have prevented the accident by ensuring the crew's awareness of those night obstacle clearance standards.",48.851398,-123.298951
"January 13, 1999",?,"Geilenkirchen, Germany",Military - German Air National Guard,?,?,Boeing KC-135E,59-1452,17940/355,4,4,0,"After completing an air refueling mission the plane pitched upward, stalled and crashed.",50.967168,6.117458399999999
